id,business_name,sector,lga,ward,street,annual_revenue,employee_count,registered
2810,Knapp LLC,Tech,Victoria Island,Ward 2 Victoria Island,Street 7 Ward 2 Victoria Island,221811096,167,True
2811,"Barnes, Garcia and Anderson",Finance,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,361878205,448,True
2812,Hill Inc,Retail,Badagry,Ward 5 Badagry,Street 9 Ward 5 Badagry,405093527,204,False
2813,"Green, Sandoval and Bishop",Transport,Somolu,Ward 2 Somolu,Street 6 Ward 2 Somolu,263327344,394,False
2814,"Cole, King and Johnson",Manufacturing,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,79254103,97,True
2815,"Boyd, Reid and Brown",Hospitality,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,17667975,49,True
2816,Boone-Rivera,Hospitality,Surulere,Ward 2 Surulere,Street 2 Ward 2 Surulere,348213251,166,True
2817,Combs Group,Transport,Eti-Osa,Ward 3 Eti-Osa,Street 6 Ward 3 Eti-Osa,329903458,48,True
2818,Clark-Walters,Manufacturing,Ajah,Ward 2 Ajah,Street 8 Ward 2 Ajah,218436951,487,True
2819,Dennis-Graves,Tech,Victoria Island,Ward 3 Victoria Island,Street 1 Ward 3 Victoria Island,8098262,24,True
2820,"Gonzalez, Taylor and Williams",Real Estate,Lekki,Ward 5 Lekki,Street 3 Ward 5 Lekki,125729602,208,True
2821,Cantu-Conley,Transport,Agege,Ward 2 Agege,Street 7 Ward 2 Agege,397828566,240,False
2822,Green-Welch,Tech,Shomolu,Ward 1 Shomolu,Street 9 Ward 1 Shomolu,105316222,305,True
2823,"Lopez, Wood and Carr",Manufacturing,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,70056802,485,True
2824,Ingram PLC,Hospitality,Badagry,Ward 1 Badagry,Street 8 Ward 1 Badagry,499930888,165,False
2825,"Owens, Palmer and Pollard",Retail,Shomolu,Ward 1 Shomolu,Street 1 Ward 1 Shomolu,99783398,31,False
2826,"Wilson, Murray and Perez",Tech,Ikorodu,Ward 4 Ikorodu,Street 3 Ward 4 Ikorodu,124855149,172,True
2827,Palmer-Mendez,Transport,Surulere,Ward 3 Surulere,Street 3 Ward 3 Surulere,36207178,190,False
2828,Moreno-Trujillo,Tech,Somolu,Ward 2 Somolu,Street 8 Ward 2 Somolu,116406290,35,True
2829,Friedman-Smith,Retail,Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,444193216,208,False
2830,"Lambert, Love and White",Real Estate,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 5 Ward 5 Oshodi-Isolo,454625035,219,True
2831,Beltran-Hines,Retail,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,372182846,114,False
2832,Anthony Inc,Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,57728941,354,False
2833,"Bryan, Butler and Romero",Retail,Eti-Osa,Ward 2 Eti-Osa,Street 1 Ward 2 Eti-Osa,200151581,81,True
2834,"Frazier, Wang and Hunt",Finance,Apapa,Ward 4 Apapa,Street 10 Ward 4 Apapa,319101900,494,False
2835,Wright-Carter,Transport,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 9 Ward 2 Oshodi-Isolo,235025660,137,False
2836,Rodriguez-Rodgers,Finance,Kosofe,Ward 1 Kosofe,Street 9 Ward 1 Kosofe,36192111,38,True
2837,Smith and Sons,Hospitality,Ikorodu,Ward 5 Ikorodu,Street 5 Ward 5 Ikorodu,302286717,252,False
2838,Pace-Thompson,Real Estate,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 4 Ward 1 Amuwo-Odofin,149554141,41,False
2839,Conrad Ltd,Hospitality,Badagry,Ward 2 Badagry,Street 2 Ward 2 Badagry,364173778,437,True
2840,"Fitzpatrick, Coleman and Hayden",Tech,Alimosho,Ward 4 Alimosho,Street 5 Ward 4 Alimosho,44746339,249,False
2841,"Combs, Jones and Murphy",Hospitality,Surulere,Ward 4 Surulere,Street 1 Ward 4 Surulere,355421956,47,True
2842,Silva and Sons,Tech,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,353645698,322,True
2843,Anderson-Wilson,Real Estate,Somolu,Ward 2 Somolu,Street 4 Ward 2 Somolu,365910408,118,True
2844,Hanson-Wu,Manufacturing,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 7 Ward 2 Amuwo-Odofin,171767198,299,False
2845,Shepard and Sons,Finance,Eti-Osa,Ward 2 Eti-Osa,Street 4 Ward 2 Eti-Osa,28583082,317,False
2846,"Reyes, Pittman and Wu",Real Estate,Eti-Osa,Ward 4 Eti-Osa,Street 10 Ward 4 Eti-Osa,415060582,369,True
2847,Miller and Sons,Finance,Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,259736207,173,True
2848,"Sanchez, Ramirez and Perez",Real Estate,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,431431411,452,True
2849,Spence and Sons,Manufacturing,Epe,Ward 1 Epe,Street 1 Ward 1 Epe,495670186,425,False
2850,Hatfield and Sons,Real Estate,Mushin,Ward 3 Mushin,Street 9 Ward 3 Mushin,456070884,301,False
2851,"Clark, Ramos and Perez",Transport,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 7 Ward 3 Oshodi-Isolo,309014965,461,False
2852,Johnson Group,Hospitality,Apapa,Ward 3 Apapa,Street 1 Ward 3 Apapa,99050745,177,True
2853,White PLC,Transport,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,250264037,331,False
2854,Harrison-Wood,Hospitality,Shomolu,Ward 4 Shomolu,Street 2 Ward 4 Shomolu,143979994,179,True
2855,"Riley, Henderson and Sanchez",Real Estate,Apapa,Ward 5 Apapa,Street 5 Ward 5 Apapa,38963703,300,True
2856,Farmer-Rodriguez,Tech,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,379671989,376,False
2857,"Martin, Daniels and Wilson",Finance,Ikeja,Ward 1 Ikeja,Street 2 Ward 1 Ikeja,42959918,430,True
2858,Williams Inc,Tech,Ikeja,Ward 3 Ikeja,Street 1 Ward 3 Ikeja,360361065,208,True
2859,Brown-Williams,Manufacturing,Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,22141055,327,True
2860,Cabrera-Jones,Transport,Ajah,Ward 1 Ajah,Street 3 Ward 1 Ajah,15914534,138,False
2861,Tucker-Mason,Transport,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 3 Ward 2 Oshodi-Isolo,9416383,92,False
2862,Davis Inc,Manufacturing,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,166793319,475,True
2863,Barajas Inc,Real Estate,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,82661888,151,False
2864,"Joyce, Gould and Sullivan",Manufacturing,Agege,Ward 5 Agege,Street 6 Ward 5 Agege,115965393,258,True
2865,Sloan and Sons,Manufacturing,Apapa,Ward 3 Apapa,Street 2 Ward 3 Apapa,492599411,87,False
2866,"Medina, Russo and Cook",Hospitality,Alimosho,Ward 4 Alimosho,Street 6 Ward 4 Alimosho,316301806,470,True
2867,"Tucker, Jenkins and Wu",Hospitality,Shomolu,Ward 5 Shomolu,Street 6 Ward 5 Shomolu,455472334,208,True
2868,Moore-Wright,Hospitality,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,413374858,21,False
2869,"Reilly, Hawkins and Spencer",Manufacturing,Epe,Ward 5 Epe,Street 7 Ward 5 Epe,158700611,380,False
2870,Beck and Sons,Tech,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,237250469,148,False
2871,White-Brewer,Finance,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,441589430,414,True
2872,"Michael, Jordan and Jenkins",Hospitality,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,133652149,463,True
2873,Bennett PLC,Manufacturing,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,89230260,322,True
2874,Valencia-Anderson,Tech,Victoria Island,Ward 5 Victoria Island,Street 10 Ward 5 Victoria Island,186125492,98,True
2875,Blake Group,Real Estate,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,128124124,103,True
2876,Pham PLC,Real Estate,Agege,Ward 2 Agege,Street 3 Ward 2 Agege,129663702,159,True
2877,"Smith, Moore and Walton",Transport,Yaba,Ward 4 Yaba,Street 1 Ward 4 Yaba,190187967,376,True
2878,Tran Group,Finance,Lekki,Ward 5 Lekki,Street 1 Ward 5 Lekki,404285792,152,False
2879,Mathis PLC,Hospitality,Ajah,Ward 4 Ajah,Street 5 Ward 4 Ajah,450959741,159,True
2880,"Webb, Payne and James",Hospitality,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,301296526,214,False
2881,Miller-Wheeler,Transport,Shomolu,Ward 5 Shomolu,Street 8 Ward 5 Shomolu,440855824,360,True
2882,"Hall, Sparks and Gomez",Real Estate,Mushin,Ward 1 Mushin,Street 9 Ward 1 Mushin,15378353,124,True
2883,Barron-Gallegos,Finance,Ajah,Ward 2 Ajah,Street 9 Ward 2 Ajah,163875606,19,True
2884,"Mitchell, Velasquez and Valenzuela",Tech,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 9 Ward 2 Oshodi-Isolo,441488659,441,False
2885,Rodriguez-Flores,Hospitality,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 2 Ward 3 Amuwo-Odofin,423918971,44,False
2886,Allen-Rogers,Real Estate,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,386398408,363,False
2887,Tapia-Carr,Retail,Victoria Island,Ward 1 Victoria Island,Street 7 Ward 1 Victoria Island,387739863,194,True
2888,Butler-Bishop,Retail,Surulere,Ward 2 Surulere,Street 2 Ward 2 Surulere,31868188,422,True
2889,"Gomez, Chandler and Powell",Tech,Alimosho,Ward 5 Alimosho,Street 2 Ward 5 Alimosho,411615366,438,False
2890,"Leon, Alexander and Smith",Tech,Badagry,Ward 3 Badagry,Street 9 Ward 3 Badagry,181494716,463,True
2891,"Case, Nguyen and Davis",Real Estate,Ikorodu,Ward 5 Ikorodu,Street 2 Ward 5 Ikorodu,352397596,452,True
2892,"Mendoza, Salinas and Butler",Tech,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,336254849,232,True
2893,"Evans, Houston and Price",Hospitality,Somolu,Ward 2 Somolu,Street 8 Ward 2 Somolu,186808908,182,False
2894,Frazier-Schultz,Manufacturing,Ajah,Ward 4 Ajah,Street 5 Ward 4 Ajah,181746231,396,True
2895,Smith Group,Finance,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 5 Ward 3 Ifako-Ijaiye,55341990,279,False
2896,Smith-Allen,Tech,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,471402630,471,True
2897,"Hughes, Miller and Duncan",Retail,Apapa,Ward 4 Apapa,Street 7 Ward 4 Apapa,408278698,254,False
2898,"Hurst, Wilson and Walsh",Transport,Agege,Ward 2 Agege,Street 8 Ward 2 Agege,201608574,151,False
2899,Rose-Henry,Real Estate,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,163285536,123,True
2900,Smith-Scott,Transport,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 6 Ward 5 Oshodi-Isolo,497538242,200,True
2901,"Knight, Sutton and Velazquez",Hospitality,Epe,Ward 3 Epe,Street 3 Ward 3 Epe,155858744,379,False
2902,Taylor-Scott,Manufacturing,Apapa,Ward 1 Apapa,Street 5 Ward 1 Apapa,449860814,291,True
2903,Klein Ltd,Tech,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,338604975,153,True
2904,Ruiz PLC,Transport,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,300144234,319,False
2905,Tate Ltd,Hospitality,Badagry,Ward 4 Badagry,Street 9 Ward 4 Badagry,451181679,130,False
2906,Griffin-Jones,Tech,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,92623937,387,True
2907,Hunter-Page,Manufacturing,Somolu,Ward 4 Somolu,Street 6 Ward 4 Somolu,75430567,106,True
2908,Clark-Schmidt,Real Estate,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,24265630,5,False
2909,Cook-Leon,Manufacturing,Lekki,Ward 2 Lekki,Street 4 Ward 2 Lekki,131209532,215,False
2910,Pena-Fowler,Manufacturing,Kosofe,Ward 5 Kosofe,Street 1 Ward 5 Kosofe,21336926,349,False
2911,Perry and Sons,Tech,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,284907592,237,True
2912,Payne Group,Finance,Surulere,Ward 3 Surulere,Street 1 Ward 3 Surulere,327075177,355,True
2913,Moreno-Archer,Tech,Shomolu,Ward 3 Shomolu,Street 5 Ward 3 Shomolu,253822045,23,False
2914,"Beck, Jensen and Hernandez",Manufacturing,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,142036570,263,False
2915,Livingston-Harris,Finance,Yaba,Ward 1 Yaba,Street 8 Ward 1 Yaba,448967092,362,False
2916,"Torres, Guzman and Odonnell",Finance,Ikorodu,Ward 3 Ikorodu,Street 5 Ward 3 Ikorodu,386083610,282,False
2917,"Holmes, Gordon and Smith",Real Estate,Epe,Ward 4 Epe,Street 3 Ward 4 Epe,135619527,57,False
2918,Valenzuela PLC,Real Estate,Agege,Ward 3 Agege,Street 10 Ward 3 Agege,52224296,410,False
2919,Malone-Williamson,Transport,Surulere,Ward 4 Surulere,Street 4 Ward 4 Surulere,242685849,392,False
2920,House LLC,Manufacturing,Apapa,Ward 2 Apapa,Street 10 Ward 2 Apapa,124142341,17,False
2921,Spencer-Spencer,Retail,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,345263279,131,False
2922,Zimmerman-Palmer,Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,284546066,158,False
2923,"Mayo, Wallace and Mclaughlin",Manufacturing,Alimosho,Ward 3 Alimosho,Street 4 Ward 3 Alimosho,377337121,351,False
2924,Merritt-Brooks,Retail,Somolu,Ward 3 Somolu,Street 10 Ward 3 Somolu,415259682,133,False
2925,Salas-York,Finance,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,462595526,283,True
2926,"Leach, Norton and Craig",Manufacturing,Alimosho,Ward 3 Alimosho,Street 7 Ward 3 Alimosho,149331046,384,False
2927,Herrera-Cole,Tech,Shomolu,Ward 5 Shomolu,Street 6 Ward 5 Shomolu,316465379,333,True
2928,Rogers-Stevenson,Manufacturing,Surulere,Ward 5 Surulere,Street 5 Ward 5 Surulere,426951309,471,True
2929,Rubio PLC,Manufacturing,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,481620229,257,False
2930,Ross LLC,Tech,Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,173023519,98,True
2931,"Hogan, Blake and Walker",Real Estate,Badagry,Ward 4 Badagry,Street 7 Ward 4 Badagry,350806771,157,True
2932,Gomez-Garza,Transport,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 2 Ward 3 Oshodi-Isolo,200378800,12,False
2933,Eaton-Owens,Finance,Mushin,Ward 1 Mushin,Street 5 Ward 1 Mushin,58643162,434,True
2934,"Armstrong, Allen and Jackson",Transport,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,83801205,139,True
2935,Castillo PLC,Manufacturing,Alimosho,Ward 1 Alimosho,Street 7 Ward 1 Alimosho,399530000,489,True
2936,"Nguyen, Peterson and Blankenship",Real Estate,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,401809971,392,True
2937,"Logan, Williams and Donovan",Hospitality,Badagry,Ward 2 Badagry,Street 7 Ward 2 Badagry,493306641,13,True
2938,Allen-Alexander,Tech,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,193826504,260,True
2939,"Wilson, Burke and Hudson",Retail,Ikorodu,Ward 1 Ikorodu,Street 10 Ward 1 Ikorodu,122404672,446,False
2940,Bray and Sons,Hospitality,Epe,Ward 4 Epe,Street 8 Ward 4 Epe,83669259,129,False
2941,"Carter, Ayala and Wong",Hospitality,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,19512273,188,True
2942,Campbell Group,Real Estate,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,389312761,375,False
2943,Greene-Weaver,Manufacturing,Apapa,Ward 3 Apapa,Street 4 Ward 3 Apapa,143770795,426,True
2944,"Walker, Macdonald and Nguyen",Manufacturing,Ikeja,Ward 3 Ikeja,Street 5 Ward 3 Ikeja,137147375,439,False
2945,White LLC,Real Estate,Mushin,Ward 1 Mushin,Street 3 Ward 1 Mushin,276852284,461,False
2946,Bowman-Wilson,Hospitality,Somolu,Ward 1 Somolu,Street 8 Ward 1 Somolu,103754924,420,False
2947,Reynolds-Robinson,Finance,Kosofe,Ward 2 Kosofe,Street 6 Ward 2 Kosofe,106549639,176,True
2948,Davis-Gilbert,Transport,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,43296809,372,False
2949,Mitchell-Franklin,Transport,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 7 Ward 2 Amuwo-Odofin,202516338,45,False
2950,Trujillo-Savage,Transport,Epe,Ward 3 Epe,Street 3 Ward 3 Epe,175548513,111,False
2951,Patterson PLC,Transport,Shomolu,Ward 5 Shomolu,Street 9 Ward 5 Shomolu,229823826,441,True
2952,Campbell and Sons,Transport,Victoria Island,Ward 5 Victoria Island,Street 2 Ward 5 Victoria Island,493760300,293,False
2953,Beasley LLC,Retail,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,40579049,123,False
2954,Moran Group,Retail,Apapa,Ward 5 Apapa,Street 5 Ward 5 Apapa,169423453,249,False
2955,"Coleman, Bush and Meyer",Hospitality,Yaba,Ward 3 Yaba,Street 5 Ward 3 Yaba,57435620,310,False
2956,"Thomas, Young and Davis",Real Estate,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 2 Ward 1 Amuwo-Odofin,83763251,345,False
2957,"Washington, Wallace and Madden",Manufacturing,Ajah,Ward 5 Ajah,Street 3 Ward 5 Ajah,339577021,343,False
2958,Jenkins-Harris,Real Estate,Yaba,Ward 5 Yaba,Street 7 Ward 5 Yaba,443810751,83,True
2959,Rogers-Thompson,Hospitality,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,361079649,328,False
2960,"Carrillo, Moore and Wilson",Hospitality,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,20207968,51,False
2961,Hobbs-Munoz,Finance,Alimosho,Ward 4 Alimosho,Street 5 Ward 4 Alimosho,472659266,371,False
2962,"Carpenter, Jones and Ponce",Manufacturing,Shomolu,Ward 2 Shomolu,Street 9 Ward 2 Shomolu,244236756,106,True
2963,Howell Group,Real Estate,Apapa,Ward 4 Apapa,Street 9 Ward 4 Apapa,55522429,307,True
2964,Zimmerman-Stokes,Manufacturing,Epe,Ward 5 Epe,Street 2 Ward 5 Epe,222288378,257,False
2965,Johnson-Harris,Real Estate,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,332051084,210,False
2966,"Johnson, Wiley and Miller",Real Estate,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 8 Ward 4 Amuwo-Odofin,202583041,486,True
2967,Lowe Ltd,Retail,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,110137051,46,True
2968,West and Sons,Hospitality,Ikeja,Ward 5 Ikeja,Street 3 Ward 5 Ikeja,355569429,336,True
2969,"Cox, Soto and Webb",Transport,Epe,Ward 5 Epe,Street 4 Ward 5 Epe,245175964,405,False
2970,Williams and Sons,Manufacturing,Ajah,Ward 1 Ajah,Street 2 Ward 1 Ajah,22561416,404,True
2971,Escobar-Robinson,Transport,Alimosho,Ward 5 Alimosho,Street 1 Ward 5 Alimosho,32836021,69,True
2972,"Morse, Martin and Walker",Manufacturing,Apapa,Ward 5 Apapa,Street 2 Ward 5 Apapa,12473595,229,True
2973,"Hunt, Williams and Powell",Retail,Lekki,Ward 5 Lekki,Street 8 Ward 5 Lekki,268469013,500,True
2974,Parks Ltd,Hospitality,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,438620578,328,False
2975,Padilla-Davidson,Finance,Shomolu,Ward 5 Shomolu,Street 1 Ward 5 Shomolu,118807605,411,False
2976,"Goodwin, Doyle and Booth",Tech,Agege,Ward 5 Agege,Street 7 Ward 5 Agege,219716931,246,True
2977,"Johnson, Munoz and Booth",Hospitality,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,144260370,473,False
2978,Suarez-Gamble,Tech,Mushin,Ward 1 Mushin,Street 4 Ward 1 Mushin,431371120,359,False
2979,Shaw-Huerta,Retail,Alimosho,Ward 5 Alimosho,Street 5 Ward 5 Alimosho,251269047,184,True
2980,"Berry, Choi and Franklin",Finance,Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,165515724,123,True
2981,"Bates, Evans and Hughes",Real Estate,Victoria Island,Ward 3 Victoria Island,Street 7 Ward 3 Victoria Island,94876027,82,True
2982,Banks Ltd,Hospitality,Kosofe,Ward 5 Kosofe,Street 5 Ward 5 Kosofe,312454734,182,True
2983,Bradford-Smith,Real Estate,Agege,Ward 2 Agege,Street 4 Ward 2 Agege,362191937,325,False
2984,Green Ltd,Retail,Apapa,Ward 4 Apapa,Street 1 Ward 4 Apapa,6369859,154,False
2985,Rivera and Sons,Retail,Yaba,Ward 3 Yaba,Street 10 Ward 3 Yaba,344339377,189,True
2986,Kemp Ltd,Transport,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,90767122,401,True
2987,Medina-Erickson,Transport,Epe,Ward 2 Epe,Street 3 Ward 2 Epe,117115420,286,True
2988,Romero-Ellis,Manufacturing,Ajah,Ward 4 Ajah,Street 3 Ward 4 Ajah,319717237,121,False
2989,Lewis-Ray,Hospitality,Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,360394702,380,False
2990,Coleman-Gray,Hospitality,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 2 Ward 4 Oshodi-Isolo,200328577,460,False
2991,Richardson Ltd,Hospitality,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 6 Ward 3 Oshodi-Isolo,32041679,374,True
2992,"Rodriguez, Gross and Adams",Real Estate,Ikorodu,Ward 5 Ikorodu,Street 1 Ward 5 Ikorodu,322309905,102,False
2993,Gonzalez Group,Manufacturing,Somolu,Ward 3 Somolu,Street 10 Ward 3 Somolu,449110154,39,False
2994,"Vincent, Morris and Gray",Manufacturing,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 10 Ward 5 Oshodi-Isolo,189161877,474,True
2995,Green Inc,Tech,Mushin,Ward 1 Mushin,Street 9 Ward 1 Mushin,256103407,377,True
2996,"Stevens, Lowery and Kim",Manufacturing,Ajah,Ward 3 Ajah,Street 3 Ward 3 Ajah,135235854,169,True
2997,Hawkins-Lang,Finance,Eti-Osa,Ward 1 Eti-Osa,Street 9 Ward 1 Eti-Osa,290670830,176,False
2998,"Morales, Murphy and Davis",Real Estate,Mushin,Ward 1 Mushin,Street 1 Ward 1 Mushin,146520901,21,True
2999,Santana-Gray,Transport,Epe,Ward 3 Epe,Street 2 Ward 3 Epe,487994849,162,False
3000,Byrd-Carson,Retail,Ikeja,Ward 3 Ikeja,Street 10 Ward 3 Ikeja,209349602,431,True
3001,Deleon-Martinez,Manufacturing,Victoria Island,Ward 2 Victoria Island,Street 4 Ward 2 Victoria Island,92992785,282,True
3002,Gray LLC,Transport,Mushin,Ward 3 Mushin,Street 5 Ward 3 Mushin,189971364,68,True
3003,Jackson Group,Retail,Somolu,Ward 3 Somolu,Street 7 Ward 3 Somolu,140021840,485,False
3004,"Henry, Campbell and Gomez",Hospitality,Ajah,Ward 5 Ajah,Street 1 Ward 5 Ajah,389621613,139,False
3005,"Nelson, Parker and Martin",Tech,Alimosho,Ward 5 Alimosho,Street 7 Ward 5 Alimosho,202885515,477,True
3006,Pierce LLC,Finance,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 9 Ward 4 Ifako-Ijaiye,332496845,489,True
3007,Cobb and Sons,Tech,Lekki,Ward 4 Lekki,Street 8 Ward 4 Lekki,265725929,305,False
3008,"Rodriguez, Bowman and Frost",Retail,Badagry,Ward 5 Badagry,Street 6 Ward 5 Badagry,5922001,51,True
3009,Franklin-Doyle,Transport,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,149038527,43,False
3010,Weiss-Lopez,Retail,Ikorodu,Ward 1 Ikorodu,Street 9 Ward 1 Ikorodu,175870041,104,False
3011,Andrews-Alvarez,Tech,Kosofe,Ward 2 Kosofe,Street 5 Ward 2 Kosofe,257421473,422,False
3012,Lopez-Marshall,Real Estate,Kosofe,Ward 1 Kosofe,Street 6 Ward 1 Kosofe,198710196,453,False
3013,Suarez-Smith,Finance,Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,77591933,496,False
3014,Phillips and Sons,Finance,Badagry,Ward 3 Badagry,Street 5 Ward 3 Badagry,87850666,492,True
3015,Tyler LLC,Hospitality,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 6 Ward 4 Oshodi-Isolo,93029820,423,True
3016,"Pena, Wallace and Cherry",Manufacturing,Eti-Osa,Ward 1 Eti-Osa,Street 4 Ward 1 Eti-Osa,238685608,74,False
3017,"Whitehead, Nelson and Stephens",Transport,Apapa,Ward 4 Apapa,Street 4 Ward 4 Apapa,442955454,196,True
3018,Harris PLC,Real Estate,Badagry,Ward 5 Badagry,Street 3 Ward 5 Badagry,247197040,261,False
3019,"Cruz, Salazar and Oneill",Tech,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,298225855,419,True
3020,Lynch-Mann,Retail,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,372614580,18,False
3021,Mccann-Martinez,Hospitality,Lekki,Ward 1 Lekki,Street 10 Ward 1 Lekki,189384839,444,True
3022,Carrillo PLC,Finance,Victoria Island,Ward 1 Victoria Island,Street 7 Ward 1 Victoria Island,161082181,107,True
3023,"Taylor, Velasquez and Gallagher",Manufacturing,Ikorodu,Ward 4 Ikorodu,Street 3 Ward 4 Ikorodu,476885935,250,True
3024,"Ford, Davidson and Myers",Manufacturing,Ikeja,Ward 1 Ikeja,Street 10 Ward 1 Ikeja,109336210,85,False
3025,Strong Inc,Tech,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,196723597,350,False
3026,"Sanders, Stone and Jones",Tech,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,338308130,57,True
3027,Smith Ltd,Hospitality,Badagry,Ward 1 Badagry,Street 5 Ward 1 Badagry,181401797,418,True
3028,Edwards Inc,Tech,Eti-Osa,Ward 4 Eti-Osa,Street 3 Ward 4 Eti-Osa,361880539,15,True
3029,Simpson-White,Real Estate,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,57020456,188,True
3030,Yoder-Ross,Finance,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 3 Ward 4 Amuwo-Odofin,254715889,317,True
