id,owner_id,lga,ward,street,property_type,estimated_value
10556,10556,Mushin,Ward 2 Mushin,Street 5 Ward 2 Mushin,Commercial,1979489.97
10557,10557,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 7 Ward 5 Ifako-Ijaiye,Commercial,1541283.01
10558,10558,Shomolu,Ward 4 Shomolu,Street 3 Ward 4 Shomolu,Residential,20926993.56
10559,10559,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 10 Ward 5 Ifako-Ijaiye,Residential,10902696.93
10560,10560,Eti-Osa,Ward 5 Eti-Osa,Street 5 Ward 5 Eti-Osa,Residential,16746887.68
10561,10561,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,Commercial,7618522.84
10562,10562,Epe,Ward 2 Epe,Street 6 Ward 2 Epe,Commercial,2843251.59
10563,10563,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 4 Ward 4 Amuwo-Odofin,Commercial,1272864.53
10564,10564,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,Commercial,6943742.36
10565,10565,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 10 Ward 4 Oshodi-Isolo,Commercial,8735984.57
10566,10566,Ikeja,Ward 3 Ikeja,Street 5 Ward 3 Ikeja,Residential,46119317.8
10567,10567,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,Residential,11484671.49
10568,10568,Somolu,Ward 2 Somolu,Street 9 Ward 2 Somolu,Commercial,2666582.09
10569,10569,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,Commercial,12066600.19
10570,10570,Ajah,Ward 3 Ajah,Street 1 Ward 3 Ajah,Commercial,14338895.56
10571,10571,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,Commercial,3745777.47
10572,10572,Surulere,Ward 5 Surulere,Street 7 Ward 5 Surulere,Commercial,7052268.93
10573,10573,Epe,Ward 4 Epe,Street 2 Ward 4 Epe,Residential,11206580.22
10574,10574,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,Commercial,9799439.21
10575,10575,Ikeja,Ward 2 Ikeja,Street 1 Ward 2 Ikeja,Commercial,18473902.73
10576,10576,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,Residential,901761.62
10577,10577,Epe,Ward 4 Epe,Street 2 Ward 4 Epe,Commercial,13003717.1
10578,10578,Shomolu,Ward 1 Shomolu,Street 9 Ward 1 Shomolu,Commercial,7570138.92
10579,10579,Apapa,Ward 5 Apapa,Street 9 Ward 5 Apapa,Residential,13190160.9
10580,10580,Agege,Ward 2 Agege,Street 7 Ward 2 Agege,Commercial,1655928.56
10581,10581,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 7 Ward 4 Oshodi-Isolo,Residential,1432434.68
10582,10582,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,Residential,6243024.47
10583,10583,Ajah,Ward 2 Ajah,Street 5 Ward 2 Ajah,Residential,8481627.13
10584,10584,Alimosho,Ward 3 Alimosho,Street 5 Ward 3 Alimosho,Residential,7808282.33
10585,10585,Ikorodu,Ward 4 Ikorodu,Street 8 Ward 4 Ikorodu,Residential,10467557.63
10586,10586,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,Residential,3185471.92
10587,10587,Ajah,Ward 3 Ajah,Street 1 Ward 3 Ajah,Commercial,9560870.98
10588,10588,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,Commercial,14290486.86
10589,10589,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 9 Ward 4 Amuwo-Odofin,Commercial,15652354.0
10590,10590,Epe,Ward 1 Epe,Street 10 Ward 1 Epe,Residential,12534644.01
10591,10591,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,Commercial,11292146.29
10592,10592,Somolu,Ward 2 Somolu,Street 9 Ward 2 Somolu,Commercial,20358648.64
10593,10593,Alimosho,Ward 4 Alimosho,Street 5 Ward 4 Alimosho,Commercial,4981893.4
10594,10594,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,Commercial,6486870.72
10595,10595,Kosofe,Ward 5 Kosofe,Street 8 Ward 5 Kosofe,Commercial,3087559.28
10596,10596,Badagry,Ward 3 Badagry,Street 6 Ward 3 Badagry,Commercial,25724133.05
10597,10597,Badagry,Ward 4 Badagry,Street 9 Ward 4 Badagry,Commercial,13735205.66
10598,10598,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,Commercial,12918716.8
10599,10599,Victoria Island,Ward 1 Victoria Island,Street 10 Ward 1 Victoria Island,Residential,15227181.59
10600,10600,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 8 Ward 3 Ifako-Ijaiye,Residential,24240760.24
10601,10601,Ikeja,Ward 2 Ikeja,Street 1 Ward 2 Ikeja,Commercial,29819628.75
10602,10602,Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,Residential,2235551.94
10603,10603,Yaba,Ward 3 Yaba,Street 5 Ward 3 Yaba,Commercial,3101250.99
10604,10604,Kosofe,Ward 1 Kosofe,Street 5 Ward 1 Kosofe,Commercial,11686213.02
10605,10605,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,Residential,8269325.66
10606,10606,Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,Residential,2315460.23
10607,10607,Alimosho,Ward 5 Alimosho,Street 5 Ward 5 Alimosho,Commercial,9160372.93
10608,10608,Badagry,Ward 5 Badagry,Street 3 Ward 5 Badagry,Residential,17450060.21
10609,10609,Kosofe,Ward 5 Kosofe,Street 2 Ward 5 Kosofe,Residential,5478404.03
10610,10610,Alimosho,Ward 1 Alimosho,Street 6 Ward 1 Alimosho,Commercial,11065031.18
10611,10611,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 6 Ward 3 Oshodi-Isolo,Commercial,18827164.28
10612,10612,Victoria Island,Ward 1 Victoria Island,Street 4 Ward 1 Victoria Island,Commercial,51247634.49
10613,10613,Somolu,Ward 5 Somolu,Street 9 Ward 5 Somolu,Residential,10441127.89
10614,10614,Ikeja,Ward 4 Ikeja,Street 6 Ward 4 Ikeja,Residential,15399073.32
10615,10615,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,Residential,8259113.95
10616,10616,Epe,Ward 2 Epe,Street 3 Ward 2 Epe,Commercial,8805575.42
10617,10617,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,Commercial,18830942.51
10618,10618,Kosofe,Ward 4 Kosofe,Street 7 Ward 4 Kosofe,Residential,3773158.12
10619,10619,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,Commercial,7432767.64
10620,10620,Ajah,Ward 4 Ajah,Street 1 Ward 4 Ajah,Residential,15890574.01
10621,10621,Lekki,Ward 1 Lekki,Street 7 Ward 1 Lekki,Residential,15549473.59
10622,10622,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,Commercial,5902477.89
10623,10623,Agege,Ward 5 Agege,Street 3 Ward 5 Agege,Commercial,9268979.91
10624,10624,Victoria Island,Ward 2 Victoria Island,Street 7 Ward 2 Victoria Island,Commercial,3235050.2
10625,10625,Ajah,Ward 5 Ajah,Street 9 Ward 5 Ajah,Residential,17021385.13
10626,10626,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 1 Ward 5 Amuwo-Odofin,Residential,9692357.2
10627,10627,Yaba,Ward 5 Yaba,Street 3 Ward 5 Yaba,Residential,1740216.56
10628,10628,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 2 Ward 5 Amuwo-Odofin,Commercial,12587748.05
10629,10629,Ikeja,Ward 3 Ikeja,Street 4 Ward 3 Ikeja,Commercial,39199851.04
10630,10630,Epe,Ward 1 Epe,Street 10 Ward 1 Epe,Residential,23696951.98
10631,10631,Epe,Ward 2 Epe,Street 10 Ward 2 Epe,Residential,4500978.26
10632,10632,Victoria Island,Ward 5 Victoria Island,Street 10 Ward 5 Victoria Island,Residential,52215941.75
10633,10633,Surulere,Ward 2 Surulere,Street 8 Ward 2 Surulere,Residential,4514648.96
10634,10634,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 9 Ward 1 Oshodi-Isolo,Commercial,14732972.91
10635,10635,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,Residential,11926567.76
10636,10636,Badagry,Ward 3 Badagry,Street 9 Ward 3 Badagry,Residential,21207216.91
10637,10637,Yaba,Ward 1 Yaba,Street 4 Ward 1 Yaba,Residential,7839279.93
10638,10638,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,Commercial,12227078.11
10639,10639,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 9 Ward 2 Oshodi-Isolo,Commercial,5209144.5
10640,10640,Alimosho,Ward 5 Alimosho,Street 1 Ward 5 Alimosho,Residential,969312.03
10641,10641,Yaba,Ward 1 Yaba,Street 7 Ward 1 Yaba,Residential,13897539.36
10642,10642,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Residential,23316232.49
10643,10643,Ajah,Ward 1 Ajah,Street 3 Ward 1 Ajah,Residential,4426993.47
10644,10644,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 5 Ward 4 Ifako-Ijaiye,Commercial,12056257.65
10645,10645,Alimosho,Ward 3 Alimosho,Street 1 Ward 3 Alimosho,Commercial,3785552.69
10646,10646,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,Commercial,7984965.92
10647,10647,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,Commercial,6112540.0
10648,10648,Lekki,Ward 2 Lekki,Street 3 Ward 2 Lekki,Commercial,40487121.22
10649,10649,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 1 Ward 2 Amuwo-Odofin,Commercial,10330033.61
10650,10650,Ikeja,Ward 5 Ikeja,Street 3 Ward 5 Ikeja,Commercial,26882611.09
10651,10651,Surulere,Ward 3 Surulere,Street 8 Ward 3 Surulere,Commercial,15305136.15
10652,10652,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 9 Ward 5 Oshodi-Isolo,Residential,7239820.32
10653,10653,Somolu,Ward 2 Somolu,Street 6 Ward 2 Somolu,Commercial,10448200.31
10654,10654,Ajah,Ward 3 Ajah,Street 6 Ward 3 Ajah,Commercial,13025626.86
10655,10655,Alimosho,Ward 1 Alimosho,Street 3 Ward 1 Alimosho,Residential,4688134.02
10656,10656,Lekki,Ward 5 Lekki,Street 3 Ward 5 Lekki,Commercial,13777474.05
10657,10657,Eti-Osa,Ward 5 Eti-Osa,Street 9 Ward 5 Eti-Osa,Commercial,4291135.09
10658,10658,Lekki,Ward 1 Lekki,Street 5 Ward 1 Lekki,Commercial,11381364.46
10659,10659,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 2 Ward 4 Amuwo-Odofin,Residential,14871608.93
10660,10660,Shomolu,Ward 4 Shomolu,Street 9 Ward 4 Shomolu,Residential,16846980.09
10661,10661,Mushin,Ward 4 Mushin,Street 6 Ward 4 Mushin,Residential,19417540.64
10662,10662,Alimosho,Ward 3 Alimosho,Street 5 Ward 3 Alimosho,Residential,2975192.49
10663,10663,Victoria Island,Ward 4 Victoria Island,Street 2 Ward 4 Victoria Island,Residential,39656341.14
10664,10664,Surulere,Ward 4 Surulere,Street 6 Ward 4 Surulere,Residential,21617247.97
10665,10665,Victoria Island,Ward 1 Victoria Island,Street 7 Ward 1 Victoria Island,Residential,2777877.75
10666,10666,Apapa,Ward 5 Apapa,Street 7 Ward 5 Apapa,Residential,9272843.33
10667,10667,Epe,Ward 1 Epe,Street 10 Ward 1 Epe,Commercial,9483784.06
10668,10668,Mushin,Ward 4 Mushin,Street 9 Ward 4 Mushin,Residential,14245934.14
10669,10669,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 5 Ward 2 Oshodi-Isolo,Residential,7155437.85
10670,10670,Ikeja,Ward 2 Ikeja,Street 9 Ward 2 Ikeja,Residential,38747633.37
10671,10671,Victoria Island,Ward 5 Victoria Island,Street 9 Ward 5 Victoria Island,Residential,13520171.2
10672,10672,Yaba,Ward 5 Yaba,Street 6 Ward 5 Yaba,Residential,2304955.49
10673,10673,Somolu,Ward 4 Somolu,Street 2 Ward 4 Somolu,Residential,1674470.51
10674,10674,Shomolu,Ward 5 Shomolu,Street 5 Ward 5 Shomolu,Residential,7461518.67
10675,10675,Kosofe,Ward 1 Kosofe,Street 9 Ward 1 Kosofe,Commercial,3445247.36
10676,10676,Mushin,Ward 4 Mushin,Street 7 Ward 4 Mushin,Commercial,14948368.24
10677,10677,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Commercial,7007885.34
10678,10678,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,Residential,4709429.56
10679,10679,Yaba,Ward 4 Yaba,Street 8 Ward 4 Yaba,Residential,6574892.41
10680,10680,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Commercial,6743326.86
10681,10681,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,Commercial,11259970.51
10682,10682,Mushin,Ward 4 Mushin,Street 3 Ward 4 Mushin,Residential,26801094.15
10683,10683,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 2 Ward 5 Ifako-Ijaiye,Residential,7934895.66
10684,10684,Ikorodu,Ward 4 Ikorodu,Street 2 Ward 4 Ikorodu,Commercial,8105828.97
10685,10685,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,Commercial,3528647.76
10686,10686,Yaba,Ward 1 Yaba,Street 2 Ward 1 Yaba,Commercial,25199508.09
10687,10687,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,Residential,28986384.8
10688,10688,Kosofe,Ward 4 Kosofe,Street 2 Ward 4 Kosofe,Residential,14691214.29
10689,10689,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 3 Ward 3 Ifako-Ijaiye,Commercial,2545519.61
10690,10690,Epe,Ward 5 Epe,Street 1 Ward 5 Epe,Residential,1284314.11
10691,10691,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,Residential,3448916.29
10692,10692,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 6 Ward 5 Amuwo-Odofin,Residential,7422960.32
10693,10693,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,Commercial,4299454.86
10694,10694,Somolu,Ward 1 Somolu,Street 5 Ward 1 Somolu,Residential,26735354.34
10695,10695,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,Commercial,2712704.66
10696,10696,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,Residential,1102912.42
10697,10697,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,Residential,7633011.36
10698,10698,Kosofe,Ward 2 Kosofe,Street 1 Ward 2 Kosofe,Residential,10049495.85
10699,10699,Agege,Ward 1 Agege,Street 1 Ward 1 Agege,Commercial,12002376.46
10700,10700,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,Commercial,3323116.67
10701,10701,Kosofe,Ward 1 Kosofe,Street 3 Ward 1 Kosofe,Commercial,23205272.85
10702,10702,Ajah,Ward 5 Ajah,Street 10 Ward 5 Ajah,Commercial,24041598.88
10703,10703,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 3 Ward 4 Oshodi-Isolo,Residential,4430147.93
10704,10704,Victoria Island,Ward 5 Victoria Island,Street 9 Ward 5 Victoria Island,Commercial,4714605.45
10705,10705,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,Commercial,5841485.08
10706,10706,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,Commercial,3960710.17
10707,10707,Badagry,Ward 4 Badagry,Street 8 Ward 4 Badagry,Residential,20898763.75
10708,10708,Eti-Osa,Ward 5 Eti-Osa,Street 3 Ward 5 Eti-Osa,Commercial,10065516.31
10709,10709,Mushin,Ward 5 Mushin,Street 3 Ward 5 Mushin,Residential,13347205.65
10710,10710,Shomolu,Ward 4 Shomolu,Street 2 Ward 4 Shomolu,Residential,1147519.03
10711,10711,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,Commercial,1519717.71
10712,10712,Somolu,Ward 3 Somolu,Street 4 Ward 3 Somolu,Commercial,26655219.44
10713,10713,Ajah,Ward 2 Ajah,Street 6 Ward 2 Ajah,Commercial,9562562.18
10714,10714,Badagry,Ward 5 Badagry,Street 10 Ward 5 Badagry,Residential,2884104.57
10715,10715,Ikorodu,Ward 3 Ikorodu,Street 5 Ward 3 Ikorodu,Residential,8051404.53
10716,10716,Victoria Island,Ward 1 Victoria Island,Street 1 Ward 1 Victoria Island,Commercial,19195531.77
10717,10717,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 5 Ward 3 Amuwo-Odofin,Commercial,5305002.64
10718,10718,Epe,Ward 3 Epe,Street 7 Ward 3 Epe,Residential,22568499.28
10719,10719,Ikorodu,Ward 2 Ikorodu,Street 9 Ward 2 Ikorodu,Commercial,1490580.7
10720,10720,Surulere,Ward 2 Surulere,Street 8 Ward 2 Surulere,Residential,13749728.41
10721,10721,Apapa,Ward 4 Apapa,Street 2 Ward 4 Apapa,Residential,4023681.51
10722,10722,Yaba,Ward 2 Yaba,Street 5 Ward 2 Yaba,Commercial,20041012.21
10723,10723,Eti-Osa,Ward 3 Eti-Osa,Street 4 Ward 3 Eti-Osa,Residential,27633818.88
10724,10724,Somolu,Ward 3 Somolu,Street 2 Ward 3 Somolu,Residential,9828786.47
10725,10725,Surulere,Ward 3 Surulere,Street 4 Ward 3 Surulere,Residential,1633835.96
10726,10726,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 4 Ward 5 Oshodi-Isolo,Residential,15635851.15
10727,10727,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,Residential,7866217.8
10728,10728,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Commercial,12960298.58
10729,10729,Victoria Island,Ward 3 Victoria Island,Street 8 Ward 3 Victoria Island,Commercial,53639248.27
10730,10730,Eti-Osa,Ward 3 Eti-Osa,Street 6 Ward 3 Eti-Osa,Residential,6475305.66
10731,10731,Mushin,Ward 3 Mushin,Street 10 Ward 3 Mushin,Residential,18749846.49
10732,10732,Badagry,Ward 5 Badagry,Street 1 Ward 5 Badagry,Commercial,6315862.68
10733,10733,Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,Commercial,24455790.56
10734,10734,Epe,Ward 1 Epe,Street 1 Ward 1 Epe,Residential,16790340.38
10735,10735,Shomolu,Ward 5 Shomolu,Street 1 Ward 5 Shomolu,Residential,22428543.28
10736,10736,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,Residential,5008531.89
10737,10737,Ajah,Ward 5 Ajah,Street 5 Ward 5 Ajah,Residential,2367447.62
10738,10738,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 7 Ward 3 Ifako-Ijaiye,Commercial,16539907.25
10739,10739,Ikorodu,Ward 4 Ikorodu,Street 5 Ward 4 Ikorodu,Residential,3506441.99
10740,10740,Epe,Ward 5 Epe,Street 3 Ward 5 Epe,Residential,7906091.31
10741,10741,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,Residential,27317306.1
10742,10742,Surulere,Ward 4 Surulere,Street 9 Ward 4 Surulere,Commercial,28868457.72
10743,10743,Ajah,Ward 4 Ajah,Street 6 Ward 4 Ajah,Residential,8667376.83
10744,10744,Ajah,Ward 3 Ajah,Street 4 Ward 3 Ajah,Commercial,3123975.3
10745,10745,Ikorodu,Ward 5 Ikorodu,Street 4 Ward 5 Ikorodu,Commercial,6961543.1
10746,10746,Somolu,Ward 1 Somolu,Street 10 Ward 1 Somolu,Residential,12320276.77
10747,10747,Eti-Osa,Ward 3 Eti-Osa,Street 1 Ward 3 Eti-Osa,Commercial,5752074.1
10748,10748,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,Residential,13689635.25
10749,10749,Ajah,Ward 1 Ajah,Street 8 Ward 1 Ajah,Commercial,12928734.04
10750,10750,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 5 Ward 4 Amuwo-Odofin,Commercial,17920123.22
10751,10751,Eti-Osa,Ward 2 Eti-Osa,Street 2 Ward 2 Eti-Osa,Commercial,12752890.09
10752,10752,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,Commercial,7144627.91
10753,10753,Somolu,Ward 1 Somolu,Street 3 Ward 1 Somolu,Residential,11273984.03
10754,10754,Kosofe,Ward 1 Kosofe,Street 1 Ward 1 Kosofe,Residential,839065.33
10755,10755,Yaba,Ward 3 Yaba,Street 8 Ward 3 Yaba,Commercial,7020012.62
10756,10756,Lekki,Ward 2 Lekki,Street 8 Ward 2 Lekki,Commercial,66222389.86
10757,10757,Ikeja,Ward 4 Ikeja,Street 2 Ward 4 Ikeja,Residential,11439166.52
10758,10758,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,Residential,6131327.06
10759,10759,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,Residential,16509371.0
10760,10760,Ikeja,Ward 5 Ikeja,Street 9 Ward 5 Ikeja,Commercial,21223922.32
10761,10761,Lekki,Ward 3 Lekki,Street 2 Ward 3 Lekki,Residential,5575024.01
10762,10762,Mushin,Ward 4 Mushin,Street 3 Ward 4 Mushin,Commercial,1039710.08
10763,10763,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,Commercial,9868412.86
10764,10764,Ikorodu,Ward 5 Ikorodu,Street 8 Ward 5 Ikorodu,Commercial,5069426.63
10765,10765,Epe,Ward 2 Epe,Street 9 Ward 2 Epe,Commercial,7821471.41
10766,10766,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,Commercial,19714566.35
10767,10767,Kosofe,Ward 4 Kosofe,Street 9 Ward 4 Kosofe,Residential,10667257.82
10768,10768,Kosofe,Ward 1 Kosofe,Street 4 Ward 1 Kosofe,Residential,3881234.97
10769,10769,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,Commercial,20956446.86
10770,10770,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Residential,2915915.83
10771,10771,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 3 Ward 1 Ifako-Ijaiye,Residential,7856269.65
10772,10772,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,Commercial,3281993.58
10773,10773,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 2 Ward 5 Amuwo-Odofin,Residential,10176260.59
10774,10774,Yaba,Ward 5 Yaba,Street 8 Ward 5 Yaba,Residential,6866866.93
10775,10775,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 1 Ward 4 Amuwo-Odofin,Commercial,7629469.61
10776,10776,Shomolu,Ward 4 Shomolu,Street 1 Ward 4 Shomolu,Residential,4348234.28
10777,10777,Ajah,Ward 4 Ajah,Street 1 Ward 4 Ajah,Commercial,12758375.31
10778,10778,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 9 Ward 3 Ifako-Ijaiye,Residential,10185508.85
10779,10779,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,Residential,50647740.6
10780,10780,Mushin,Ward 5 Mushin,Street 4 Ward 5 Mushin,Commercial,8091530.56
10781,10781,Shomolu,Ward 2 Shomolu,Street 2 Ward 2 Shomolu,Residential,11975986.27
10782,10782,Ikeja,Ward 4 Ikeja,Street 9 Ward 4 Ikeja,Residential,7639129.46
10783,10783,Badagry,Ward 5 Badagry,Street 1 Ward 5 Badagry,Residential,26633745.48
10784,10784,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 3 Ward 3 Amuwo-Odofin,Commercial,2169136.35
10785,10785,Lekki,Ward 2 Lekki,Street 3 Ward 2 Lekki,Residential,48237824.98
10786,10786,Surulere,Ward 3 Surulere,Street 5 Ward 3 Surulere,Commercial,6062076.54
10787,10787,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 2 Ward 5 Oshodi-Isolo,Residential,11134236.18
10788,10788,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,Residential,6126487.46
10789,10789,Kosofe,Ward 2 Kosofe,Street 8 Ward 2 Kosofe,Commercial,6637807.03
10790,10790,Badagry,Ward 1 Badagry,Street 6 Ward 1 Badagry,Residential,2013148.91
10791,10791,Shomolu,Ward 3 Shomolu,Street 3 Ward 3 Shomolu,Residential,7331065.83
10792,10792,Ikorodu,Ward 1 Ikorodu,Street 7 Ward 1 Ikorodu,Residential,9467703.32
10793,10793,Ikeja,Ward 1 Ikeja,Street 10 Ward 1 Ikeja,Commercial,23889676.16
10794,10794,Ajah,Ward 2 Ajah,Street 4 Ward 2 Ajah,Residential,17851949.4
10795,10795,Surulere,Ward 1 Surulere,Street 3 Ward 1 Surulere,Commercial,10042487.18
10796,10796,Surulere,Ward 1 Surulere,Street 4 Ward 1 Surulere,Residential,20069800.83
10797,10797,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Commercial,37487815.14
10798,10798,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 5 Ward 2 Ifako-Ijaiye,Commercial,9843954.1
10799,10799,Surulere,Ward 1 Surulere,Street 7 Ward 1 Surulere,Residential,3260144.71
10800,10800,Shomolu,Ward 4 Shomolu,Street 10 Ward 4 Shomolu,Commercial,3719458.37
10801,10801,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 6 Ward 2 Oshodi-Isolo,Commercial,25128065.28
10802,10802,Ikeja,Ward 1 Ikeja,Street 3 Ward 1 Ikeja,Residential,3989457.88
10803,10803,Yaba,Ward 1 Yaba,Street 2 Ward 1 Yaba,Residential,32408868.02
10804,10804,Apapa,Ward 2 Apapa,Street 10 Ward 2 Apapa,Residential,971399.26
10805,10805,Apapa,Ward 2 Apapa,Street 1 Ward 2 Apapa,Residential,22333217.81
10806,10806,Lekki,Ward 4 Lekki,Street 5 Ward 4 Lekki,Commercial,8191532.3
10807,10807,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,Residential,6502605.61
10808,10808,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,Commercial,2221281.76
10809,10809,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,Residential,6430487.51
10810,10810,Apapa,Ward 5 Apapa,Street 5 Ward 5 Apapa,Residential,1065438.33
10811,10811,Epe,Ward 2 Epe,Street 8 Ward 2 Epe,Residential,1173200.01
10812,10812,Epe,Ward 4 Epe,Street 8 Ward 4 Epe,Residential,2559739.89
10813,10813,Ikorodu,Ward 5 Ikorodu,Street 10 Ward 5 Ikorodu,Residential,19016852.7
10814,10814,Ajah,Ward 3 Ajah,Street 3 Ward 3 Ajah,Commercial,15601452.56
10815,10815,Badagry,Ward 5 Badagry,Street 4 Ward 5 Badagry,Residential,12800156.17
10816,10816,Badagry,Ward 4 Badagry,Street 6 Ward 4 Badagry,Commercial,13898528.7
10817,10817,Surulere,Ward 3 Surulere,Street 3 Ward 3 Surulere,Residential,29340645.92
10818,10818,Ikorodu,Ward 3 Ikorodu,Street 10 Ward 3 Ikorodu,Residential,2357889.63
10819,10819,Shomolu,Ward 3 Shomolu,Street 1 Ward 3 Shomolu,Residential,11226367.44
